chapter,paragraph,text_part,content
6.0,61,text_content,The metallic threads in the hawk symbol above his father’s breast glistened as the Duke shifted his position. ‘You see?’ 
6.0,62,text_content,"‘We’re negotiating with the Fremen right now,’ Paul said. "
6.0,63,text_content,"the Fremen will admire him. If we’re lucky, they may judge us by him: Duncan, the moral.’ "
6.0,64,text_content,"‘Duncan, the moral,’ Paul said, ‘and Gurney the valorous.’ "
6.0,65,text_content,"‘You name them well,’ the Duke said. "
6.0,66,text_content,"And Paul thought: ‘Gurney’s one of those the Reverend Mother meant, a supporter of worlds’— ‘‘… the valor of the brave.’’ "
6.0,67,text_content,"‘Gurney tells me you did well in weapons today,’ the Duke said. "
6.0,68,text_content,‘That isn’t what he told me.’ 
6.0,69,text_content,– of the difference between a blade’s edge and its tip.’ 
6.0,70,text_content,"‘Gurney says there’s no artistry in killing with the tip, that it should be done with the edge.’ "
6.0,71,text_content,the rain was drumming. 
6.0,72,text_content,from all accounts – and this thought of skies put him in mind of the space beyond. Are the Guild ships really big?’ he asked. 
6.0,73,text_content,is truly big. Its hold will tuck all our frigates and transports into a little corner – we’ll be just a small part of the ship’s manifest.’ 
6.0,74,text_content,‘And we won’t be able to leave our frigates?’ 
6.0,75,text_content,to fear from them. The Harkonnens know better than to endanger their shipping privileges.’ 
6.0,76,text_content,‘I’m going to watch our screens and try to see a Guildsman.’ 
6.0,77,text_content,"do anything to endanger our shipping privileges, Paul.’ "
6.0,78,text_content,‘Do you think they hide because they’ve mutated and don’t look … ‘human’ anymore?’ 
6.0,79,text_content,‘Who knows?’ The Duke shrugged. ‘It’s a mystery we’re not likely to solve. We’ve more immediate problems – among them: you.’ 
6.0,80,text_content,‘Me?’ 
6.0,81,text_content,"‘Your mother wanted me to be the one to tell you, Son. You see, you may have Mentat capabilities.’ "
6.0,82,text_content,"Paul stared at his father, unable to speak for a moment, then: ‘A Mentat? Me? But I …’ "
6.0,83,text_content,"‘Hawat agrees, Son. It’s true.’ "
6.0,84,text_content,"…’ He broke off, all his past circumstances coming to focus in one flashing computation. ‘I see,’ he said. "
6.0,85,text_content,of it. Only the potential Mentat can tell this for sure about himself.’ 
6.0,86,text_content,of understanding in his mind. 
6.0,87,text_content,"‘You’ll be the Duke someday, Son,’ his father said. A Mentat Duke would be formidable indeed. Can you decide now … or do you need more time?’ "
6.0,88,text_content,There was no hesitation in his answer. ‘I’ll go on with the training.’ 
6.0,89,text_content,"a skull look on the Duke’s narrow features. Paul closed his eyes, feeling the terrible purpose reawaken within him. ‘Perhaps being a Mentat is a terrible purpose,’ he thought. "
6.0,90,text_content,"But even as he focused on this thought, his new awareness denied it. "
7.0,1,opening_text,grossly underestimated. 
7.0,2,opening_caption,—from Analysis: The Arrakeen Crisis’ by the Princess Irulan [private circulation: B.G. file number AR-81088587] 
7.0,3,text_content,shuttle depositing another load in the entry. 
7.0,4,text_content,"at the school the effect had been of warmth. Here, all was bleak stone. "
7.0,5,text_content,beams – unless the beams were imitation wood. 
7.0,6,text_content,She thought not. 
7.0,7,text_content,"filled with tradition. And this was a smaller city, easier to sterilize and defend. "
7.0,8,text_content,Again there came the clatter of boxes being unloaded in the entry. Jessica sighed. 
7.0,9,text_content,pointed at the ceiling as though the beast were ready to bellow a challenge into this echoing room. 
7.0,10,text_content,this frightened and unsure of herself. 
7.0,11,text_content,The head and the picture. 
7.0,12,text_content,throbbed through her. 
7.0,13,text_content,"‘So far away, Caladan.’ "
7.0,14,text_content,‘Here we are!’ 
7.0,15,text_content,The voice was Duke Leto’s. 
7.0,16,text_content,crest at the breast looked dusty and rumpled. 
7.0,17,text_content,"‘I thought you might have lost yourself in this hideous place,’ he said. "
7.0,18,text_content,panes. 
7.0,19,text_content,command. 
7.0,20,text_content,"‘The whole city feels cold,’ she said. "
7.0,21,text_content,"closer, touched her arm, admiring her stateliness. "
7.0,22,text_content,than the Emperor’s own blood. 
7.0,23,text_content,was good but scant: tall and with its curves gone to slimness. 
7.0,24,text_content,oversimplified. She had brought a regal beauty back into the Atreides line. He was glad that Paul favored her. 
7.0,25,text_content,‘Where’s Paul?’ he asked. 
7.0,26,text_content,‘Someplace around the house taking his lessons with Yueh.’ 
7.0,27,text_content,"at her, hesitating. ‘I came here only to hang the key of Caladan Castle in the dining hall.’ "
7.0,28,text_content,"was not the time or place for comforting. ‘I saw our banner over the house as we came in,’ she said. "
7.0,29,text_content,He glanced at the painting of his father. ‘Where were you going to hang that?’ 
7.0,30,text_content,‘Somewhere in here.’ 
7.0,31,text_content,"she had to try, even if the gesture served only to remind herself that she would not trick him. "
7.0,32,text_content,"‘My Lord,’ she said, ‘If you’d only…’ "
7.0,33,text_content,are—’ 
7.0,34,text_content,‘My Lord! Please.’ 
7.0,35,text_content,"‘The choice is between your digestion and my ancestral dignity, my dear,’ he said. ‘They will hang in the dining hall.’ "
7.0,36,text_content,"She sighed. ‘Yes, my Lord.’ "
7.0,37,text_content,formal occasions.’ 
7.0,38,text_content,"‘Thank you, my Lord.’ "
7.0,39,text_content,"‘And don’t go all cold and formal on me! Be thankful that I never married you, my dear. Then it’d be your ‘duty’ to join me at table for every meal.’ "
7.0,40,text_content,"She held her face immobile, nodded. "
7.0,41,text_content,"‘Hawat already has our own poison snooper over the dining table,’ he said. ‘There’s a portable in your room.’ "
7.0,42,text_content,"You anticipated this … disagreement,’ she said. "
7.0,43,text_content,all. They’ll do until our own people can be released from their other duties.’ 
7.0,44,text_content,‘Can anyone from this place be truly safe?’ 
7.0,45,text_content,‘Anyone who hates Harkonnens. You may even want to keep the head housekeeper: the Shadout Mapes.’ 
7.0,46,text_content,"‘Shadout,’Jessica said. ‘A Fremen title?’ "
7.0,47,text_content,she wants to serve you.’ 
7.0,48,text_content,‘Me?’ 
7.0,49,text_content,"‘The Fremen have learned that you’re Bene Gesserit,’ he said. ‘There are legends here about the Bene Gesserit.’ "
7.0,50,text_content,"‘The Missionaria Protectiva,’ Jessica thought. ‘No place escapes them.’ "
7.0,51,text_content,‘Does this mean Duncan was successful?’ she asked. ‘Will the Fremen be our allies?’ 
7.0,52,text_content,have helped for the Emperor to learn the ineffectiveness of the Harkonnen military.’ 
7.0,53,text_content,"‘A Fremen housekeeper,’ Jessica mused, returning to the subject of the Shadout Mapes. ‘She’ll have the all-blue eyes.’ "
7.0,54,text_content,think they’ll be everything we need.’ 
7.0,55,text_content,"‘It’s a dangerous gamble,’ she said. "
7.0,56,text_content,"‘Let’s not go into that again,’ he said. "
7.0,57,text_content,"then: When I assign rooms, is there anything special I should reserve for you?’ "
7.0,58,text_content,It must be a Bene Gesserit thing.’ 
7.0,59,text_content,"‘It’s a female thing,’ she said. "
7.0,60,text_content,"paper work here than on Caladan. A guard room, of course. "
7.0,61,text_content,That should cover it. Don’t worry about security of the house. Hawat’s men have been over it in depth.’ 
7.0,62,text_content,‘I’m sure they have.’ 
7.0,63,text_content,to the landing field now. The second shuttle’s due any minute with my staff reserves.’ 
7.0,64,text_content,"‘Couldn’t Hawat meet them, my Lord? You look so tired.’ "
7.0,65,text_content,trained hands expect to go out on the spice shuttle and there’s a Guild cargo ship standing by.’ 
7.0,66,text_content,"‘My Lord …’ She broke off, hesitating. "
7.0,67,text_content,‘Yes?’ 
7.0,68,text_content,"‘He will not be persuaded against trying to make this planet secure for us,’ she thought. ‘And I cannot use my tricks on him.’ "
7.0,69,text_content,‘At what time will you be expecting dinner?’ she asked. 
7.0,70,text_content,a care.’ 
7.0,71,text_content,for Paul. I want him to attend our strategy conference.’ 
7.0,72,text_content,always spoke to servants when he was in a hurry: ‘The Lady Jessica’s in the Great Hall. Join her there immediately.’ 
7.0,73,text_content,The outer door slammed. 
7.0,74,text_content,the painting. 
7.0,75,text_content,‘Damn you! Damn you! Damn you!’ she whispered. 
7.0,76,text_content,"‘What are your orders, Noble Born?’ "
7.0,77,text_content,"It was a woman’s voice, thin and stringy. "
7.0,78,text_content,Jessica forced herself not to stare. 
7.0,79,text_content,"The woman gave a stiff-necked nod, said: ‘I am called the Shadout Mapes, Noble Born. What are your orders?’ "
7.0,80,text_content,"‘You may refer to me as “my Lady,”’ Jessica said. ‘I’m not noble born. I’m the bound concubine of the Duke Leto.’ "
7.0,81,text_content,"Again that strange nod, and the woman peered upward at Jessica with a sly questioning. ‘There’s a wife, then?’ "
7.0,82,text_content,"‘There is not, nor has there ever been. I am the Duke’s only … companion, the mother of his heir-designate.’ "
7.0,83,text_content,lately. I could use a quiet retreat by myself.’ 
7.0,84,text_content,And again: ‘Soo-soo Sook!’ 
7.0,85,text_content,‘What ‘is’ that?’ Jessica asked. ‘I heard it several times as we drove through the streets this morning.’ 
7.0,86,text_content,"liters and it’s always kept full.’ She glanced down at her dress ‘Why, you know, my Lady, I don’t even have to wear my stillsuit here!’ She cackled. ‘And me not even dead!’ "
7.0,87,text_content,"in the castle was more imperative. Still, she found the thought unsettling that water was a major mark of wealth here. "
7.0,88,text_content,"‘My husband told me of your title, Shadout,’Jessica said. ‘I recognized the word. It’s a very ancient word.’ "
7.0,89,text_content,"‘You know the ancient tongues then?’ Mapes asked, and she waited with an odd intensity. "
7.0,90,text_content,"‘Tongues are the Bene Gesserit’s first learning,’Jessica said. ‘I know the Bhotani Jib and the Chakobsa, all the hunting languages.’ "
7.0,91,text_content,Mapes nodded. ‘Just as the legend says.’ 
7.0,92,text_content,And Jessica wondered: ‘Why do I play out this sham?’ But the Bene Gesserit ways were devious and compelling. 
7.0,93,text_content,miseces perakri—’ 
7.0,94,text_content,"Mapes took a backward step, appeared poised to flee. "
7.0,95,text_content,in fear and that you have done violence and will yet do more violence. I know many things.’ 
7.0,96,text_content,"In a low voice, Mapes said: ‘I meant no offense, my Lady.’ "
7.0,97,text_content,with a weapon in your bodice.’ 
7.0,98,text_content,"‘My Lady, I …’ "
7.0,99,text_content,"your wildest fears could imagine. There are worse things than dying, you know – even for an entire people.’ "
7.0,100,text_content,‘My Lady!’ Mapes pleaded. She appeared about to fall to her knees. ‘The weapon was sent as a gift to ‘you’ should you prove to be the One.’ 
7.0,101,text_content,Bene Gesserit-trained so terrifying in combat. 
7.0,102,text_content,"‘Now we see which way the decision tips,’ she thought. "
7.0,103,text_content,long. 
7.0,104,text_content,"‘Do you know this, my Lady?’ Mapes asked. "
7.0,105,text_content,and was known only by rumor and wild gossip. 
7.0,106,text_content,"‘It’s a crysknife,’ she said. "
7.0,107,text_content,"‘Say it not lightly,’ Mapes said. ‘Do you know its meaning?’ "
7.0,108,text_content,as the wrong answer.’ Jessica said: ‘It’s a maker—’ 
7.0,109,text_content,shards of reflection shooting around the room. 
7.0,110,text_content,the most casual muscle twitch. 
7.0,111,text_content,The key word was … ‘maker.’ 
7.0,112,text_content,‘Maker? Maker.’ 
7.0,113,text_content,"Mother, would not know the Maker?’ "
7.0,114,text_content,thought about the prophecy – the Shari-a and all the 
7.0,115,text_content,but her purpose accomplished: the protective legends implanted in these people against the day of a Bene Gesserit’s need. 
7.0,116,text_content,"Well, that day had come. "
7.0,117,text_content,"and it begins to disintegrate. It’s yours, a tooth of shaihulud, for as long as you live.’ "
7.0,118,text_content,"Jessica reached out her right hand, risked a gamble: ‘Mapes, you’ve sheathed that blade unblooded.’ "
7.0,119,text_content,my life!’ 
7.0,120,text_content,death-panic come over the woman. 
7.0,121,text_content,"was a thick welling of blood that stopped almost immediately. ‘Ultrafast coagulation,’ Jessica thought. ‘A moisture-conserving mutation?’ "
7.0,122,text_content,"She sheathed the blade, said: ‘Button your dress, Mapes.’ "
7.0,123,text_content,"Mapes obeyed, trembling. The eyes without whites stared at Jessica, ‘You are ours,’ she muttered. ‘You are the One.’ "
7.0,124,text_content,"‘Who sees that knife must be cleansed or slain!’ she snarled. ‘You ‘know’ that, my Lady!’ "
7.0,125,text_content,"‘I know it now,’ Jessica thought. "
7.0,126,text_content,The cargo handlers left without intruding on the Great Hall. 
7.0,127,text_content,She glanced at the stacked boxes and piled goods around them. ‘And there’s work aplenty to while the time for us here.’ 
7.0,128,text_content,Jessica hesitated. ‘‘The thing must take its course.’’ That was a specific catchphrase from the Missionaria Protectiva’s stock of incantations – ‘The coming of the Reverend Mother to free you.’ 
7.0,129,text_content,"‘But I’m not a Reverend Mother,’ Jessica thought. And then: ‘Great Mother! They planted’ that ‘one here! This must be a hideous place!’ "
7.0,130,text_content,"In matter-of-fact tones, Mapes said: ‘What’ll you be wanting me to do first, my Lady?’ "
7.0,131,text_content,one side of the dining hall. The bull’s head must go on the wall opposite the painting.’ 
7.0,132,text_content,"have to be cleaning this first, won’t I, my Lady?’ "
7.0,133,text_content,‘No.’ 
7.0,134,text_content,‘But there’s dirt caked on its horns.’ 
7.0,135,text_content,hours after this beast killed the Old Duke.’ 
7.0,136,text_content,"Mapes stood up. ‘Ah, now!’ she said. "
7.0,137,text_content,"‘It’s just blood,’Jessica said. ‘Old blood at that. Get some help hanging these now. The beastly things are heavy.’ "
7.0,138,text_content,‘Did you think the blood bothered me?’ Mapes asked. ‘I’m of the desert and I’ve seen blood aplenty.’ 
7.0,139,text_content,"‘I … see that you have,’Jessica said. "
7.0,140,text_content,"‘And some of it my own,’ Mapes said. ‘More’n you drew with your puny scratch.’ "
7.0,141,text_content,‘You’d rather I’d cut deeper?’ 
7.0,142,text_content,"‘Ah, no! The body’s water is scant enough ’thout gushing a wasteful lot of it into the air. You did the thing right.’ "
7.0,143,text_content,a sense of oppression at the importance of water on Arrakis. 
7.0,144,text_content,"‘On which side of the dining hall shall I hang which one of these pretties, my Lady?’ Mapes asked. "
7.0,145,text_content,"‘Ever the practical one, this Mapes,’ Jessica thought. She said: ‘Use your own judgment, Mapes. It makes no real difference.’ "
7.0,146,text_content,"‘As you say, my Lady.’ Mapes stooped, began clearing wrappings and twine from the head. ‘Killed an old duke, did you?’ she crooned. "
7.0,147,text_content,‘Shall I summon a handler to help you?’Jessica asked. 
7.0,148,text_content,"‘I’ll manage, my Lady.’ "
7.0,149,text_content,"‘Yes, she’ll manage,’ Jessica thought. ‘There’s that about this Fremen creature: the drive to manage.’ "
7.0,150,text_content,of the Missionaria Protectiva nor Hawat’s suspicious inspection of this castellated pile of rocks could dispel the feeling. 
7.0,151,text_content,wing.’ 
7.0,152,text_content,"‘As you will, my Lady,’ Mapes said. "
7.0,153,text_content,"Jessica turned away, thinking: ‘Hawat may have passed this residency as safe, but there’s something wrong about the place. I can feel it.’ "
7.0,154,text_content,dining hall and the family wings. Faster and faster she walked until she was almost running. 
7.0,155,text_content,"right,’ she muttered. ‘Poor thing.’ "
8.0,1,opening_text,‘Yueh! Yueh! Yueh!’ goes the refrain. ‘A million deaths were not enough for Yueh!’ 
8.0,2,opening_caption,—from ‘A Child’s History of Muad’Dib’ by the Princess Irulan 
8.0,3,text_content,his attention fixed upon the outside world. 
8.0,4,text_content,Jessica took another silent step into the room. 
8.0,5,text_content,seemed alive – turning slightly to follow some movement outside. 
8.0,6,text_content,bedroom for which Paul had expressed a liking. 
8.0,7,text_content,"‘Good afternoon, Dr Yueh,’ she said. ‘Where’s Paul?’ "
8.0,8,text_content,I sent him into the next room to rest.’ 
8.0,9,text_content,… I … did not mean to be familiar.’ 
8.0,10,text_content,"She smiled, held out her right hand. For a moment, she was afraid he might kneel. ‘Wellington, please.’ "
8.0,11,text_content,‘To use your name like that … I …’ 
8.0,12,text_content,"‘We’ve known each other six years,’ she said. ‘It’s long past time formalities should’ve been dropped between us – in private.’ "
8.0,13,text_content,reasons when she believes she already knows the answer.’ 
8.0,14,text_content,Jessica.’ 
8.0,15,text_content,‘Sorry for me? Whatever for?’ 
8.0,16,text_content,"Yueh shrugged. Long ago, he had realized Jessica was not gifted with the full Truthsay as his Wanna had been. Still, he always used the truth with Jessica whenever possible. It was safest. "
8.0,17,text_content,Those townswomen we passed on the way here wailing beneath their veils. The way they looked at us.’ 
8.0,18,text_content,the Harkonnens.’ She looked past him out the windows. ‘What were you staring at out there?’ 
8.0,19,text_content,He turned back to the window. ‘The people.’ 
8.0,20,text_content,"– and went on to study the passing throng, wondering why Yueh found them so absorbing. "
8.0,21,text_content,hate … even a sense of hope. Each person raked those trees with a fixity of expression. 
8.0,22,text_content,‘Do you know what they’re thinking?’ Yueh asked. 
8.0,23,text_content,‘You profess to read minds?’ she asked. 
8.0,24,text_content,"‘Those minds,’ he said. ‘They look at those trees and they think: “There are one hundred of us.” That’s what they think.’ "
8.0,25,text_content,She turned a puzzled frown on him. ‘Why?’ 
8.0,26,text_content,"then, equals five men. There are twenty palms out there – one hundred men.’ "
8.0,27,text_content,‘But some of those people look at the trees hopefully.’ 
8.0,28,text_content,"‘They but hope some dates will fall, except it’s the wrong season.’ "
8.0,29,text_content,"‘We look at this place with too critical an eye,’ she said. ‘There’s hope as well as danger here. The spice ‘could’ make us rich. With a fat treasury, we can make this world into whatever we wish.’ "
8.0,30,text_content,"And she laughed silently at herself: ‘Who am I trying to convince?’ The laugh broke through her restraints, emerging brittle, without humor. ‘But you can’t buy security,’ she said. "
8.0,31,text_content,The ways of the Harkonnen cruelty were devious. Wanna might not be dead. He had to be certain. 
8.0,32,text_content,"‘Do not worry for us, Wellington,’ Jessica said. ‘The problem’s ours, not yours.’ "
8.0,33,text_content,him then where he is weakest – in his gloating moment!’ 
8.0,34,text_content,He sighed. 
8.0,35,text_content,‘Would it disturb Paul if I looked in on him?’ she asked. 
8.0,36,text_content,‘Not at all. I gave him a sedative.’ 
8.0,37,text_content,‘He’s taking the change well?’ she asked. 
8.0,38,text_content,"to the door, opened it. ‘He’s in here.’ "
8.0,39,text_content,"Jessica followed, peered into a shadowy room. "
8.0,40,text_content,the bed wove a loom of shadows across face and blanket. 
8.0,41,text_content,that outline like maturity emerging from childhood. 
8.0,42,text_content,"by Yuen’s presence. She stepped back, closed the door softly. "
8.0,43,text_content,"to serve a different purpose? What could it have been? She loved me, certainly.’ "
8.0,44,text_content,his mind could grasp. 
8.0,45,text_content,"Jessica stopped beside him, said: ‘What delicious abandon in the sleep of a child.’ "
8.0,46,text_content,He spoke mechanically: ‘If only adults could relax like that.’ 
8.0,47,text_content,‘Yes.’ 
8.0,48,text_content,‘Where do we lose it?’ he murmured. 
8.0,49,text_content,thinking of the differences in his life now – so very different from the life they once had planned for him. 
8.0,50,text_content,"‘We do, indeed, lose something,’ she said. "
8.0,51,text_content,like the crysknife concealed in her bodice. 
8.0,52,text_content,"‘The sky’s so dark,’ she said. "
8.0,53,text_content,"‘That’s partly the lack of moisture,’ he said. "
8.0,54,text_content,"‘Water!’ she snapped. ‘Everywhere you turn here, you’re involved with the lack of water!’ "
8.0,55,text_content,"‘It’s the precious mystery of Arrakis,’ he said. "
8.0,56,text_content,you read about those?’ 
8.0,57,text_content,"‘First a trickle, then nothing,’ he said. "
8.0,58,text_content,produces the same result: a trickle that stops. Has no one ever been curious about this?’ 
8.0,59,text_content,"‘It is curious,’ he said. ‘You suspect some living agency? Wouldn’t that have shown in core samples?’ "
8.0,60,text_content,is stopped. Something plugs it. That’s my suspicion.’ 
8.0,61,text_content,was reason to suppress this.’ 
8.0,62,text_content,"the major source of water here, caught in windtraps and precipitators. Where does that come from?’ "
8.0,63,text_content,‘The polar caps?’ 
8.0,64,text_content,and not all of those things are directly involved with the spice.’ 
8.0,65,text_content,looking at him. ‘Is something wrong?’ 
8.0,66,text_content,"I didn’t know you had personal reasons to hate them, Wellington.’ "
8.0,67,text_content,as I can.’ 
8.0,68,text_content,"Then: ‘They …’ The words would not come out. He felt panic, closed his eyes tightly, experiencing the agony in his chest and little else until a hand touched his arm gently. "
8.0,69,text_content,another poor victim bound to the Atreides by a cherem of hate.’ 
8.0,70,text_content,"That, at least, was truth. "
8.0,71,text_content,much lines of sorrow as of age. A deep affection for him came over her. 
8.0,72,text_content,"‘Wellington, I’m sorry we brought you into this dangerous place,’ she said. "
8.0,73,text_content,"‘I came willingly,’ he said. And that, too, was true. "
8.0,74,text_content,‘But this whole planet’s a Harkonnen trap. You must know that.’ 
8.0,75,text_content,"‘It will take more than a trap to catch the Duke Leto,’ he said. And that, too, was true. "
8.0,76,text_content,"‘Perhaps I should be more confident of him,’ she said. ‘He is a brilliant tactician.’ "
8.0,77,text_content,"‘We’ve been uprooted,’ he said. ‘That’s why we’re uneasy.’ "
8.0,78,text_content,"‘And how easy it is to kill the uprooted plant,’ she said. ‘Especially when you put it down in hostile soil.’ "
8.0,79,text_content,‘Are we certain the soil’s hostile?’ 
8.0,80,text_content,only when the people learned we were installing new windtraps and condensers to take care of the load.’ 
8.0,81,text_content,hostility toward him.’ 
8.0,82,text_content,"‘And guards,’ she said. ‘Guards everywhere. And shields. You see the blurring of them everywhere you look. We did not live this way on Caladan.’ "
8.0,83,text_content,"‘Give this planet a chance,’ he said. "
8.0,84,text_content,"‘Where Thufir Hawat goes, death and deceit follow.’ "
8.0,85,text_content,‘You malign him.’ 
8.0,86,text_content,‘Malign? I praise him. Death and deceit are our only hopes now. I just do not fool myself about Thufir’s methods.’ 
8.0,87,text_content,"‘You should … keep busy,’ he said. ‘Give yourself no time for such morbid—’ "
8.0,88,text_content,Gesserit business training figured in his choice of me.’ 
8.0,89,text_content,"‘What do you mean?’ He found himself caught by the cynical tone, the bitterness that he had never seen her expose. "
8.0,90,text_content,"‘Don’t you think, Wellington,’ she asked, ‘that a secretary bound to one by love is so much safer?’ "
8.0,91,text_content,"‘That is not a worthy thought, Jessica.’ "
8.0,92,text_content,as he followed her with his eyes. 
8.0,93,text_content,She sighed. You’re right. It’s not worthy.’ 
8.0,94,text_content,"Again, she hugged herself, pressing the sheathed crysknife against her flesh and thinking of the unfinished business it represented. "
8.0,95,text_content,"of the CHOAM pocketbook. But the poison in him, deep in his mind, is the knowledge that an Atreides had a Harkonnen banished for cowardice after the Battle of Corrín.’ "
8.0,96,text_content,"the one source in the universe of melange, the prolonger of life, the giver of health. "
8.0,97,text_content,‘What are you thinking?’ she asked. 
8.0,98,text_content,is wealth to buy many things.’ 
8.0,99,text_content,"‘Does greed touch even you, Wellington?’ "
8.0,100,text_content,‘Not greed.’ 
8.0,101,text_content,‘What then?’ 
8.0,102,text_content,He shrugged. ‘Futility.’ He glanced at her. ‘Can you remember your first taste of spice?’ 
8.0,103,text_content,‘It tasted like cinnamon.’ 
8.0,104,text_content,"– slightly euphoric. And, like life, never to be truly synthesized.’ "
8.0,105,text_content,"‘I think it would’ve been wiser for us to go renegade, to take ourselves beyond the Imperial reach,’ she said. "
8.0,106,text_content,"He saw that she hadn’t been listening to him, focused on her words, wondering: ‘Yes – why didn’t she make him do this? She could make him do virtually anything.’ "
8.0,107,text_content,question?’ 
8.0,108,text_content,She pressed against the window ledge in an unexplainable pang of disquiet. ‘Of course not. You’re … my friend.’ 
8.0,109,text_content,Why haven’t you made the Duke marry you?’ 
8.0,110,text_content,"She whirled, head up, glaring. ‘Made him marry me? But—’ "
8.0,111,text_content,"‘I should not have asked,’ he said. "
8.0,112,text_content,"humanity. It degrades everything it touches. If I made him do … this, then it would not be his doing.’ "
8.0,113,text_content,"He had never been closer to speaking out, confessing his secret role. "
8.0,114,text_content,man had died when my Duke was born!’ 
8.0,115,text_content,"In the silence that came between them, a breeze from a ventilator could be heard fingering the blinds. "
8.0,116,text_content,before I assign quarters.’ 
8.0,117,text_content,He nodded. ‘Of course.’ And he thought: ‘If only there were some way not to do this thing that I must do.’ 
8.0,118,text_content,"Jessica dropped her arms, crossed to the hall door and stood there a moment, hesitating, then let herself out. ‘All the time we talked he was hiding something, holding something back,’ she thought. ‘To save my feelings, no doubt. He’s a good man.’ Again, she hesitated, almost turned back to confront Yueh and drag the hidden thing from him. ‘But that would only shame him, frighten him to learn he’s so easily read. I should place more trust in my friends.’ "
9.0,1,opening_text,"they can learn, and how many more believe learning to be difficult, Muad’Dib knew that every experience carries its lesson. "
9.0,2,opening_caption,—from ‘The Humanity of Muad’Dib’ by the Princess Irulan 
9.0,3,text_content,but had realized she wouldn’t approve. Things were too unsettled yet. No. This way was best. 
9.0,4,text_content,‘If I slip out without asking I haven’t disobeyed orders. And I will stay in the house where it’s safe.’ 
9.0,5,text_content,The conversation rose and fell. 
9.0,6,text_content,Another changed the temperature. 
9.0,7,text_content,with drawers along one side. The handle on the door into the hall was patterned on an ornithopter thrust bar. 
9.0,8,text_content,It was as though the room had been designed to entice him. 
9.0,9,text_content,The room and this planet. 
9.0,10,text_content,"fox, desert hawk, kangaroo mouse …’ "
9.0,11,text_content,"Names and pictures, names and pictures from man’s terranic past – and many to be found now nowhere else in the universe except here on Arrakis. "
9.0,12,text_content,So many new things to learn about – the spice. 
9.0,13,text_content,And the sandworms. 
9.0,14,text_content,something to read and remain in the other room. 
9.0,15,text_content,Now was the moment to go exploring. 
9.0,16,text_content,his life. 
9.0,17,text_content,organ. 
9.0,18,text_content,"The seeker lifted, swung sideways across the room and back. "
9.0,19,text_content,shields and their wits. 
9.0,20,text_content,"Now, Paul held himself in near catatonic immobility, knowing he had only his wits to meet this threat. "
9.0,21,text_content,quartering the room. 
9.0,22,text_content,"‘I must try to grab it,’ he thought. ‘The suspensor field will make it slippery on the bottom. I must grip tightly.’ "
9.0,23,text_content,"The thing dropped a half meter, quartered to the left, circled back around the bed. A faint humming could be heard from it. "
9.0,24,text_content,"‘Who is operating that thing?’ Paul wondered. ‘It has to be someone near. I could shout for Yueh, but it would take him the instant the door opened.’ "
9.0,25,text_content,The hall door behind Paul creaked. A rap sounded there. The door opened. 
9.0,26,text_content,The hunter-seeker arrowed past his head toward the motion. 
9.0,27,text_content,crunch of it as the nose eye smashed and the seeker went dead in his hand. 
9.0,28,text_content,"Still, he held it – to be certain. "
9.0,29,text_content,"Paul’s eyes came up, met the open stare of total blue from the Shadout Mapes. "
9.0,30,text_content,"‘Your father has sent for you,’ she said. ‘There are men in the hall to escort you.’ "
9.0,31,text_content,at the thing clutched in his hand. 
9.0,32,text_content,"‘I’ve heard of suchlike,’ she said. ‘It would’ve killed me, not so?’ "
9.0,33,text_content,He had to swallow before he could speak. ‘I … was its target.’ 
9.0,34,text_content,‘But it was coming for me.’ 
9.0,35,text_content,‘Because you were moving.’ And he wondered: ‘Who is this creature?’ 
9.0,36,text_content,"‘Then you saved my life,’ she said. "
9.0,37,text_content,‘I saved both our lives.’ 
9.0,38,text_content,"‘Seems like you could’ve let it have me and made your own escape,’ she said. "
9.0,39,text_content,‘Who are you?’ he asked. 
9.0,40,text_content,"‘The Shadout Mapes, housekeeper.’ "
9.0,41,text_content,‘How did you know where to find me?’ 
9.0,42,text_content,men are still waiting.’ 
9.0,43,text_content,"‘Those will be Hawat’s men,’ he thought. ‘We must find the operator of this thing.’ "
9.0,44,text_content,to be a stranger among us.’ 
9.0,45,text_content,And he wondered: ‘Could it be this creature?’ But he knew it wasn’t. The seeker had been under control when she entered. 
9.0,46,text_content,flesh-cutter.’ 
9.0,47,text_content,"Paul absorbed this in silence: ‘a traitor.’ Before he could speak, the odd woman whirled away and ran back toward the entry. "
9.0,48,text_content,and now she was going to do his ‘bidding.’ The house would be swarming with Hawat’s men in a minute. 
9.0,49,text_content,"features darkly browned, blue-on-blue eyes without any white in them. He attached the label: ‘The Shadout Mapes.’ "
9.0,50,text_content,"hand, swung it around his waist and buckled it as he ran back out and down the hall to the left. "
9.0,51,text_content,She’d said his mother was someplace down here – stairs … a ‘weirding room.’ 
10.0,1,opening_text,"mat it’s a mountain. From the top of the mountain, you cannot see the mountain.’ "
10.0,2,opening_caption,—from ‘Muad’Dib: Family Commentaries’ by the Princess Irulan 
10.0,3,text_content,up at the door. 
10.0,4,text_content,‘Oval?’ she wondered. ‘What an odd shape for a door in a house.’ 
10.0,5,text_content,open metalwork of the steps. 
10.0,6,text_content,"had no handle, but there was a faint depression on the surface of it where a handle should have been. "
