text_part,text_content
text_content,"“You had to be shown how callous I can be,” Paul said. “That way, you’ll appreciate magnanimity.” "
text_content,“You dare such gaucheries with a Bene Gesserit?” she asked. 
text_content,"“Gross actions carry their own messages,” Paul said. "
text_content,"She hesitated, weighed his words. So—he might yet dispense with her … grossly, obviously, if she … if she what? "
text_content,"“Say what it is you want from me,” she muttered. "
text_content,"Alia glanced at her brother, nodded toward the draperies behind the throne. She knew Paul’s reasoning in this, but disliked it all the same. Call it ‘wild prophecy:’ She felt pregnant with reluctance to take part in this bargaining. "
text_content,"“You must be careful how you speak to me, old woman,” Paul said. "
text_content,"‘He called me old woman when he was a stripling’, the Reverend Mother thought. ‘Does he remind me now of my hand in his past? The decision I made then, must I remake it here?’ She felt the weight of decision, a physical thing that set her knees to trembling. Muscles cried their fatigue. "
text_content,"“It was a long walk,” Paul said, “and I can see that you’re tired. We will retire to my private chamber behind the throne. You may sit there.” He gave a hand-signal to Stilgar, arose. "
text_content,"Stilgar and the ghola converged on her, helped her up the steps, followed Paul through a passage concealed by the draperies. She realized then why he had greeted her in the hall: a dumb-show for the guards and Naibs. He feared them, then. And now—now, he displayed kindly benevolence, daring such wiles on a Bene Gesserit. Or was it daring? She sensed another presence behind, glanced back to see Alia following. The younger woman’s eyes held a brooding, baleful cast. The Reverend Mother shuddered. "
text_content,"The private chamber at the end of the passage was a twenty-meter cube of plasmeld, yellow glowglobes for light, the deep orange hangings of a desert stilltent around the walls. It contained divans, soft cushions, a faint odor of melange, crystal water flagons on a low table. It felt cramped, tiny after the outer hall. "
text_content,"Paul seated her on a divan, stood over her, studying the ancient face—steely teeth, eyes that hid more than they revealed, deeply wrinkled skin. He indicated a water flagon. She shook her head, dislodging a wisp of gray hair. "
text_content,"In a low voice, Paul said: “I wish to bargain with you for the life of my beloved.” "
text_content,Stilgar cleared his throat. 
text_content,Alia fingered the handle of the crysknife sheathed at her neck. 
text_content,"The ghola remained at the door, face impassive, metal eyes pointed at the air above the Reverend Mother’s head. "
text_content,"“Have you had a vision of my hand in her death?” the Reverend Mother asked. She kept her attention on the ghola, oddly disturbed by him. Why should she feel threatened by the ghola? He was a tool of the conspiracy. "
text_content,"“I know what it is you want from me,” Paul said, avoiding her question. "
text_content,"‘Then he only suspects’, she thought. The Reverend Mother looked down at the tips of her shoes exposed by a fold of her robe. Black … black … shoes and robe showed marks of her confinement: stains, wrinkles. She lifted her chin, met an angry glare in Paul’s eyes. Elation surged through her, but she hid the emotion behind pursed lips, slitted eyelids. "
text_content,“What coin do you offer?” she asked. 
text_content,"“You may have my seed, but not my person,” Paul said. “Irulan banished and inseminated by artificial—” "
text_content,"“You dare!” the Reverend Mother flared, stiffening. "
text_content,Stilgar took a half step forward. 
text_content,"Disconcertingly, the ghola smiled. And now Alia was studying him. "
text_content,"“We’ll not discuss the things your Sisterhood forbids,” Paul said. “I will listen to no talk of sins, abominations or the beliefs left over from past Jihads. You may have my seed for your plans, but no child of Irulan’s will sit on my throne.” "
text_content,"“Your throne,” she sneered. "
text_content,“‘My’ throne.” 
text_content,“Then who will bear the Imperial heir?” 
text_content,“Chani.” 
text_content,“She is barren.” 
text_content,“She is with child.” 
text_content,An involuntary indrawn breath exposed her shock. “You lie!” she snapped. 
text_content,Paul held up a restraining hand as Stilgar surged forward. 
text_content,“We’ve known for two days that she carries my child.” 
text_content,“But Irulan …” 
text_content,“By artificial means only. That’s my offer.” 
text_content,"The Reverend Mother closed her eyes to hide his face. Damnation! To cast the genetic dice in such a way! Loathing boiled in her breast. The teaching of the Bene Gesserit, the lessons of the Butlerian Jihad—all proscribed such an act. One did not demean the highest aspirations of humankind. No machine could function in the way of a human mind. No word or deed could imply that men might be bred on the level of animals. "
text_content,"“Your decision,” Paul said. "
text_content,"She shook her head. The genes, the precious Atreides genes—only these were important. Need went deeper than proscription. For the Sisterhood, mating mingled more than sperm and ovum. One aimed to capture the psyche. "
text_content,"The Reverend Mother understood now the subtle depths of Paul’s offer. He would make the Bene Gesserit party to an act which would bring down popular wrath … were it ever discovered. They could not admit such paternity if the Emperor denied it. This coin might save the Atreides genes for the Sisterhood, but it would never buy a throne. "
text_content,"She swept her gaze around the room, studying each face: Stilgar, passive and waiting now; the ghola frozen at some inward place; Alia watching the ghola … and Paul—wrath beneath a shallow veneer. "
text_content,“This is your only offer?” she asked. 
text_content,“My only offer.” 
text_content,"She glanced at the ghola, caught by a brief movement of muscles across his cheeks. Emotion? “You, ghola,” she said. “Should such an offer be made? Having been made, should it be accepted? Function as the mentat for us.” "
text_content,The metallic eyes turned to Paul. 
text_content,"“Answer as you will,” Paul said. "
text_content,"The ghola returned his gleaming attention to the Reverend Mother, shocked her once more by smiling. “An offer is only as good as the real thing it buys,” he said. “The exchange offered here is life-for-life, a high order of business.” "
text_content,"Alia brushed a strand of coppery hair from her forehead, said: “And what else is hidden in this bargain?” "
text_content,"The Reverend Mother refused to look at Alia, but the words burned in her mind. Yes, far deeper implications lay here. The sister was an abomination, true, but there could be no denying her status as a Reverend Mother with all the title implied. Gaius Helen Mohiam felt herself in this instant to be not one single person, but all the others who sat like tiny congeries in her memory. They were alert, every Reverend Mother she had absorbed in becoming a Priestess of the Sisterhood. Alia would be standing in the same situation here. "
text_content,“What else?” the ghola asked. “One wonders why the witches of the Bene Gesserit have not used Tleilaxu methods.” 
text_content,"Gaius Helen Mohiam and all the Reverend Mothers within her shuddered. Yes, the Tleilaxu did loathsome things. If one let down the barriers to artificial insemination, was the next step a Tleilaxu one—controlled mutation? "
text_content,"Paul, observing the play of emotion around him, felt abruptly that he no longer knew these people. He could see only strangers. Even Alia was a stranger. "
text_content,"Alia said: “If we set the Atreides genes adrift in a Bene Gesserit river, who knows what may result?” "
text_content,"Gaius Helen Mohiam’s head snapped around, and she met Alia’s gaze. For a flashing instant, they were two Reverend Mothers together, communing on a single thought: ‘What lay behind any Tleilaxu action? The ghola was a Tleilaxu thing. Had he put this plan into Paul’s mind? Would Paul attempt to bargain directly with the Bene Tleilax?’ "
text_content,"She broke her gaze from Alia’s, feeling her own ambivalence and inadequacies. The pitfall of Bene Gesserit training, she reminded herself, lay in the powers granted: such powers predisposed one to vanity and pride. But power deluded those who used it. One tended to believe power could overcome any barrier … including one’s own ignorance. "
text_content,"Only one thing stood paramount here for the Bene Gesserit, she told herself. That was the pyramid of generations which had reached an apex in Paul Atreides … and in his abomination of a sister. A wrong choice here and the pyramid would have to be rebuilt … starting generations back in the parallel lines and with breeding specimens lacking the choicest characteristics. "
text_content,"‘Controlled mutation’, she thought. ‘Did the Tleilaxu really practice it? How tempting!’ She shook her head, the better to rid it of such thoughts. "
text_content,“You reject my proposal?” Paul asked. 
text_content,"“I’m thinking,” she said. "
text_content,"And again, she looked at the sister. The optimum cross for this female Atreides had been lost … killed by Paul. Another possibility remained, however—one which would ‘cement’ the desired characteristic into an offspring. Paul dared offer animal breeding to the Bene Gesserit! How much was he really prepared to pay for his Chani’s life? Would he accept a cross with his own sister? "
text_content,"Sparring for time, the Reverend Mother said: “Tell me, oh flawless exemplar of all that’s holy, has Irulan anything to say of your proposal?” "
text_content,"“Irulan will do what you tell her to do,” Paul growled. "
text_content,"‘True enough’, Mohiam thought. She firmed her jaw, offered a new gambit: “There are two Atreides.” "
text_content,"Paul, sensing something of what lay in the old witch’s mind, felt blood darken his face. “Careful what you suggest,” he said. "
text_content,"“You’d just ‘use’ Irulan to gain your own ends, eh?” she asked. "
text_content,“Wasn’t she trained to be used?” Paul asked. 
text_content,"‘And we trained her, that’s what he’s saying’, Mohiam thought. ‘Well … Irulan’s a divided coin. Was there another way to spend such a coin?’ "
text_content,“Will you put Chani’s child on the throne?” the Reverend Mother asked. 
text_content,"“On ‘my’ throne,” Paul said. He glanced at Alia, wondering suddenly if she knew the divergent possibilities in this exchange. Alia stood with eyes closed, an odd stillness-of-person about her. With what inner force did she commune? Seeing his sister thus, Paul felt he’d been cast adrift. Alia stood on a shore that was receding from him. "
text_content,"The Reverend Mother made her decision, said: “This is too much for one person to decide. I must consult with my Council on Wallach. Will you permit a message?” "
text_content,‘As though she needed my permission!’ Paul thought. 
text_content,"He said: “Agreed, then. But don’t delay too long. I will not sit idly by while you debate.” "
text_content,"“Will you bargain with the Bene Tleilax?” the ghola asked, his voice a sharp intrusion. "
text_content,Alia’s eyes popped open and she stared at the ghola as though she’d been awakened by a dangerous intruder. 
text_content,"“I’ve made no such decision,” Paul said. “What I will do is go into the desert as soon as it can be arranged. Our child will be born in sietch.” "
text_content,"“A wise decision,” Stilgar intoned. "
text_content,Alia refused to look at Stilgar. It was a wrong decision. She could feel this in every cell. Paul ‘must’ know it. Why had he fixed himself upon such a path? 
text_content,“Have the Bene Tleilax offered their services?” Alia asked. She saw Mohiam hanging on the answer. 
text_content,"Paul shook his head. “No.” He glanced at Stilgar. “Stil, arrange for the message to be sent to Wallach.” "
text_content,"“At once, m’Lord.” "
text_content,"Paul turned away, waited while Stilgar summoned guards, left with the old witch. He sensed Alia debating whether to confront him with more questions. She turned, instead, to the ghola. "
text_content,"“Mentat,” she said, “will the Tleilaxu bid for favor with my brother?” "
text_content,The ghola shrugged. 
text_content,"Paul felt his attention wander. ‘The Tleilaxu? No … not in the way Alia meant’. Her question revealed, though, that she had not seen the alternatives here. Well … vision varied from sibyl to sibyl. Why not a variance from brother to sister? Wandering … wandering … He came back from each thought with a start to pick up shards of the nearby conversation. "
text_content,“… must know what the Tleilaxu …” 
text_content,“… the fullness of data is always …” 
text_content,“… healthy doubts where …” 
text_content,"Paul turned, looked at his sister, caught her attention. He knew she would see tears on his face and wonder at them. Let her wonder. Wondering was a kindness now. He glanced at the ghola, seeing only Duncan Idaho despite the metallic eyes. Sorrow and compassion warred in Paul. What might those metal eyes record? "
text_content,"‘There are many degrees of sight and many degrees of blindness’, Paul thought. His mind turned to a paraphrase of the passage from the Orange Catholic Bible: ‘What senses do we lack that we cannot see another world all around us?’ "
text_content,Were those metal eyes another sense than sight? 
text_content,"Alia crossed to her brother, sensing his utter sadness. She touched a tear on his cheek with a Fremen gesture of awe, said: “We must not grieve for those dear to us before their passing.” "
text_content,"“Before their passing,” Paul whispered. “Tell me, little sister, what is ‘before?’” </html> ‘“I’ve had a bellyful of the god and priest business! You think I don’t see my own mythos? Consult your data once more, Hayt. I’ve insinuated my rites into the most elementary human acts. The people eat in the name of Muad’Dib! They make love in my name, are born in my name—cross the street in my name. A roof beam cannot be raised in the lowliest hovel of far Gangishree without invoking the blessing of Muad’Dib!”’ <h5 class=""bodytext-center-1""><strong>—Book of Diatribes from the Hayt Chronicle</strong></h5> "
text_content,"“You risk much leaving your post and coming to me here at this time,” Edric said, glaring through the walls of his tank at the Face Dancer. "
text_content,"“How weak and narrow is your thinking,” Scytale said. “Who is it who comes to visit you?” "
text_content,"Edric hesitated, observing the hulk shape, heavy eyelids, blunt face. It was early in the day and Edric’s metabolism had not yet cycled from night repose into full melange consumption. "
text_content,“This is not the shape which walked the streets?” Edric asked. 
text_content,"“One would not look twice at some of the figures I have been today,” Scytale said. "
text_content,"‘The chameleon thinks a change of shape will hide him from anything’, Edric thought with rare insight. And he wondered if his presence in the conspiracy truly hid them from all oracular powers. The Emperor’s sister, now … "
text_content,"Edric shook his head, stirring the orange gas of his tank, said: “Why are you here?” "
text_content,"“The gift must be prodded to swifter action,” Scytale said. "
text_content,“That cannot be done.” 
text_content,"“A way must be found,” Scytale insisted. "
text_content,“Why?” 
text_content,“Things are not to my liking. The Emperor is trying to split us. Already he has made his bid to the Bene Gesserit.” 
text_content,"“Oh, ‘that’.” "
text_content,“That! You must prod the ghola to …” 
text_content,"“You fashioned him, Tleilaxu,” Edric said. “You know better than to ask this.” He paused, moved closer to the transparent wall of his tank. “Or did you lie to us about this gift?” "
text_content,“Lie?” 
text_content,"“You said the weapon was to be aimed and released, nothing more. Once the ghola was given we could not tamper.” "
text_content,"“Any ghola can be disturbed,” Scytale said. “You need do nothing more than question him about his original being.” "
text_content,“What will this do?” 
text_content,“It will stir him to actions which will serve our purposes.” 
text_content,"“He is a mentat with powers of logic and reason,” Edric objected. “He may guess what I’m doing … or the sister. If her attention is focused upon—” "
text_content,“Do you hide us from the sibyl or don’t you?” Scytale asked. 
text_content,"“I’m not afraid of oracles,” Edric said. “I’m concerned with logic, with real spies, with the physical powers of the Imperium, with the control of the spice, with—” "
text_content,"“One can contemplate the Emperor and his powers comfortably if one remembers that all things are finite,” Scytale said. "
text_content,"Oddly, the Steersman recoiled in agitation, threshing his limbs like some weird newt. Scytale fought a sense of loathing at the sight. The Guild Navigator wore his usual dark leotard bulging at the belt with various containers. Yet … he gave the impression of nakedness when he moved. It was the swimming, reaching movements, Scytale decided, and he was struck once more by the delicate linkages of their conspiracy. They were not a compatible group. That was weakness. "
text_content,"Edric’s agitation subsided. He stared out at Scytale, vision colored by the orange gas which sustained him. What plot did the Face Dancer hold in reserve to save himself? Edric wondered. The Tleilaxu was not acting in a predictable fashion. Evil omen. "
text_content,Something in the Navigator’s voice and actions told Scytale that the Guildsman feared the sister more than the Emperor. This was an abrupt thought flashed on the screen of awareness. Disturbing. Had they overlooked something important about Alia? Would the ghola be sufficient weapon to destroy both? 
text_content,"“You know what is said of Alia?” Scytale asked, probing. "
text_content,"“What do you mean?” Again, the fish-man was agitated. "
text_content,"“Never have philosophy and culture had such a patroness,” Scytale said. “Pleaure and beauty unite in—” "
text_content,"“What is enduring about beauty and pleasure?” Edric demanded. “We will destroy both Atreides. Culture! They dispense culture the better to rule. Beauty! They promote the beauty which enslaves. They create a literate ignorance—easiest thing of all. They leave nothing to chance. Chains! Everything they do forges chains, enslaves. But slaves always revolt.” "
text_content,"“The sister may wed and produce offspring,” Scytale said. "
text_content,“Why do you speak of the sister?” Edric asked. 
text_content,"“The Emperor may choose a mate for her,” Scytale said. "
text_content,"“Let him choose. Already, it is too late.” "
text_content,"“Even you cannot invent the next moment,” Scytale warned. “You are not a creator … any more than are the Atreides.” He nodded. “We must not presume too much.” "
text_content,"“We aren’t the ones to flap our tongues about creation,” Edric protested. “We aren’t the rabble trying to make a messiah out of Muad’Dib. What is this nonsense? Why are you raising such questions?” "
text_content,"“It’s this planet,” Scytale said. “‘It’ raises questions.” "
text_content,“Planets don’t speak!” 
text_content,“This one does.” 
text_content,“Oh?” 
text_content,"“It speaks of creation. Sand blowing in the night, that is creation.” "
text_content,“Sand blowing …” 
text_content,"“When you awaken, the first light shows you the new world—all fresh and ready for your tracks.” "
text_content,"‘Untracked sand?’ Edric thought. ‘Creation?’ He felt knotted with sudden anxiety. The confinement of his tank, the surrounding room, everything closed in upon him, constricted him. "
text_content,‘Tracks in sand’. 
text_content,"“You talk like a Fremen,” Edric said. "
text_content,"“This is a Fremen thought and it’s instructive,” Scytale agreed. “They speak of Muad’Dib’s Jihad as leaving tracks in the universe in the same way that a Fremen tracks new sand. They’ve marked out a trail in men’s lives.” "
text_content,“So?” 
text_content,"“Another night comes,” Scytale said. “Winds blow.” "
text_content,"“Yes,” Edric said, “the Jihad is finite. Muad’Dib has used his Jihad and—” "
text_content,"“He didn’t use the Jihad,” Scytale said. “The Jihad used him. I think he would’ve stopped it if he could.” "
text_content,“If he could? All he had to do was—” 
text_content,"“Oh, be still!” Scytale barked. “You can’t stop a mental epidemic. It leaps from person to person across parsecs. It’s overwhelmingly contagious. It strikes at the unprotected side, in the place where we lodge the fragments of other such plagues. Who can stop such a thing? Muad’Dib hasn’t the antidote. The thing has roots in chaos. Can orders reach there?” "
text_content,"“Have you been infected, then?” Edric asked. He turned slowly in the orange gas, wondering why Scytale’s words carried such a tone of fear. Had the Face Dancer broken from the conspiracy? There was no way to peer into the future and examine this now. The future had become a muddy stream, clogged with prophets. "
text_content,"“We’re all contaminated,” Scytale said, and he reminded himself that Edric’s intelligence had severe limits. How could this point be made so that the Guildsman would understand it? "
text_content,"“But when we destroy him,” Edric said, “the contag—” "
text_content,"“I should leave you in this ignorance,” Scytale said. “But my duties will not permit it. Besides, it’s dangerous to all of us.” "
text_content,"Edric recoiled, steadied himself with a kick of one webbed foot which sent the orange gas whipping around his legs. “You speak strangely,” he said. "
text_content,"“This whole thing is explosive,” Scytale said in a calmer voice. “It’s ready to shatter. When it goes, it will send bits of itself out through the centuries. Don’t you see this?” "
text_content,"“We’ve dealt with religions before,” Edric protested. “If this new—” "
text_content,"“It is ‘not’ just a religion!” Scytale said, wondering what the Reverend Mother would say to this harsh education of their fellow conspirator. “Religious government is something else. Muad’Dib has crowded his Qizarate in everywhere, displaced the old functions of government. But he has no permanent civil service, no interlocking embassies. He has bishoprics, islands of authority. At the center of each island is a man. Men learn how to gain and hold personal power. Men are jealous.” "
text_content,"“When they’re divided, we’ll absorb them one by one,” Edric said with a complacent smile. “Cut off the head and the body will fall to—” "
text_content,"“This body has two heads,” Scytale said. "
text_content,“The sister … who may wed.” 
text_content,“Who will certainly wed.” 
text_content,"“I don’t like your tone, Scytale.” "
text_content,“And I don’t like your ignorance.” 
text_content,“What if she does wed? Will that shake our plans?” 
text_content,“It will shake the universe.” 
text_content,"“But they’re not unique. I, myself, possess powers which—” "
text_content,“You’re an infant. You toddle where they stride.” 
text_content,“They are ‘not’ unique!” 
text_content,"“You forget, Guildsman, that we once made a kwisatz haderach. This is a being filled by the spectacle of Time. It is a form of existence which cannot be threatened without enclosing yourself in the identical threat. Muad’Dib knows we would attack his Chani. We must move faster than we have. You must get to the ghola, prod him as I have instructed.” "
text_content,“And if I do not?” 
text_content,“We will feel the thunderbolt.” </html> 
opening_text,"‘Oh, worm of many teeth’, "
opening_text,‘Canst thou deny what has no cure?’ 
opening_text,‘The flesh and breath which lure thee’ 
opening_text,‘To the ground of all beginnings’ 
opening_text,‘Feed on monsters twisting in a door of fire!’ 
opening_text,‘Thou hast no robe in all thy attire’ 
opening_text,‘To cover intoxications of divinity’ 
opening_text,"‘Or hide the burnings of desire!’ <h5 class=""bodytext-center-1""><strong>—Wormsong from The Dunebook</strong></h5> "
text_content,"Paul had worked up a sweat on the practice floor using crysknife and short sword against the ghola. He stood now at a window looking down into the temple plaza, tried to imagine the scene with Chani at the clinic. She’d been taken ill at midmorning, the sixth week of her pregnancy. The medics were the best. They’d call when they had news. "
text_content,Murky afternoon sandclouds darkened the sky over the plaza. Fremen called such weather “dirty air.” 
text_content,"Would the medics never call? Each second struggled past, reluctant to enter his universe. "
text_content,"Waiting … waiting … The Bene Gesserit sent no word from Wallach. Deliberately delaying, of course. "
text_content,"Prescient vision had recorded these moments, but he shielded his awareness from the oracle, preferring the role here of a Timefish swimming not where he willed, but where the currents carried him. Destiny permitted no struggles now. "
text_content,"The ghola could be heard racking weapons, examining the equipment. Paul sighed, put a hand to his own belt, deactivated his shield. The tingling passage of its field ran down against his skin. "
text_content,"He’d face events when Chani came, Paul told himself. Time enough then to accept the fact that what he’d concealed from her had prolonged her life. Was it evil, he wondered, to prefer Chani to an heir? By what right did he make her choice for her? Foolish thoughts! Who could hesitate, given the alternatives—slave pits, torture, agonizing sorrow … and worse. "
text_content,"He heard the door open, Chani’s footsteps. "
text_content,Paul turned. 
text_content,"Murder sat on Chani’s face. The wide Fremen belt which gathered the waist of her golden robe, the water rings worn as a necklace, one hand at her hip (never far from the knife), the trenchant stare which was her first inspection of any room—everything about her stood now only as a background for violence. "
text_content,"He opened his arms as she came to him, gathered her close. "
text_content,"“Someone,” she rasped, speaking against his breast, “has been feeding me a contraceptive for a long time … before I began the new diet. There’ll be problems with this birth because of it.” "
text_content,“But there are remedies?” he asked. 
text_content,“Dangerous remedies. I know the source of that poison! I’ll have her blood.” 
text_content,"“My Sihaya,” he whispered, holding her close to calm a sudden trembling. “You’ll bear the heir we want. Isn’t that enough?” "
text_content,"“My life burns faster,” she said, pressing against him. “The birth now controls my life. The medics told me it goes at a terrible pace. I must eat and eat … and take more spice, as well … eat it, drink it. I’ll kill her for this—” "
text_content,"Paul kissed her cheek. “No, my Sihaya. You’ll kill no one.” And he thought: ‘Irulan prolonged your life, beloved. For you, the time of birth is the time of death’. "
text_content,"He felt hidden grief drain his marrow then, empty his life into a black flask. "
text_content,Chani pushed away from him. “She cannot be forgiven!” 
text_content,“Who said anything about forgiving?” 
text_content,“Then why shouldn’t I kill her?” 
text_content,"It was such a flat, Fremen question that Paul felt himself almost overcome by a hysterical desire to laugh. He covered it by saying: “It wouldn’t help.” "
text_content,“You’ve ‘seen’ that?” 
text_content,Paul felt his belly tighten with vision-memory. 
text_content,"“What I’ve seen … what I’ve seen …” he muttered. Every aspect of surrounding events fitted a present which paralyzed him. He felt chained to a future which, exposed too often, had locked onto him like a greedy succubus. Tight dryness clogged his throat. Had he followed the witchcall of his own oracle, he wondered, until it’d spilled him into a merciless present? "
text_content,"“Tell me what you’ve ‘seen’,” Chani said. "
text_content,“I can’t.” 
text_content,“Why mustn’t I kill her?” 
text_content,“Because I ask it.” 
text_content,"He watched her accept this. She did it the way sand accepted water: absorbing and concealing. Was there obedience beneath that hot, angry surface? he wondered. And he realized then that life in the royal Keep had left Chani unchanged. She’d merely stopped here for a time, inhabited a way station on a journey with her man. Nothing of the desert had been taken from her. "
text_content,"Chani stepped away from him then, glanced at the ghola who stood waiting near the diamond circle of the practice floor. "
text_content,“You’ve been crossing blades with him?” she asked. 
text_content,“And I’m better for it.” 
text_content,"Her gaze went to the circle on the floor, back to the ghola’s metallic eyes. "
text_content,"“I don’t like it,” she said. "
text_content,"“He’s not intended to do me violence,” Paul said. "
text_content,“You’ve seen ‘that?’” 
text_content,“I’ve not ‘seen’ it!” 
text_content,“Then how do you know?” 
text_content,“Because he’s more than ghola; he’s Duncan Idaho.” 
text_content,“The Bene Tleilax made him.” 
text_content,“They made more than they intended.” 
text_content,She shook her head. A corner of her nezhoni scarf rubbed the collar of her robe. “How can you change the fact that he is ghola?” 
text_content,"“Hayt,” Paul said, “are you the tool of my undoing?” "
text_content,"“If the substance of here and now is changed, the future is changed,” the ghola said. "
text_content,“That is no answer!” Chani objected. 
text_content,"Paul raised his voice: “How will I die, Hayt?” "
text_content,"Light glinted from the artificial eyes. “It is said, m’Lord, that you will die of money and power.” "
text_content,Chani stiffened. “How dare he speak thus to you?” 
text_content,"“The mentat is truthful,” Paul said. "
text_content,“Was Duncan Idaho a real friend?” she asked. 
text_content,“He gave his life for me.” 
text_content,"“It is sad,” Chani whispered, “that a ghola cannot be restored to his original being.” "
text_content,"“Would you convert me?” the ghola asked, directing his gaze to Chani. "
text_content,“What does he mean?” Chani asked. 
text_content,"“To be converted is to be turned around,” Paul said. “But there’s no going back.” "
text_content,"“Every man carries his own past with him,” Hayt said. "
text_content,“And every ghola?” Paul asked. 
text_content,"“In a way, m’Lord.” "
text_content,“Then what of that past in your secret flesh?” Paul asked. 
text_content,"Chani saw how the question disturbed the ghola. His movements quickened, hands clenched into fists. She glanced at Paul, wondering why he probed thus. Was there a way to restore this creature to the man he’d been? "
text_content,“Has a ghola ever remembered his real past?” Chani asked. 
text_content,"“Many attempts have been made,” Hayt said, his gaze fixed on the floor near his feet. “No ghola has ever been restored to his former being.” "
text_content,"“But you long for this to happen,” Paul said. "
text_content,The blank surfaces of the ghola’s eyes came up to center on Paul with a pressing intensity. “Yes!” 
text_content,"Voice soft, Paul said: “If there’s a way …” "
text_content,"“This flesh,” Hayt said, touching left hand to forehead in a curious saluting movement, “is not the flesh of my original birth. It is … reborn. Only the shape is familiar. A Face Dancer might do as well.” "
text_content,"“Not as well,” Paul said. “And you’re not a Face Dancer.” "
text_content,"“That is true, m’Lord.” "
text_content,“Whence comes your shape?” 
text_content,“The genetic imprint of the original cells.” 
text_content,"“Somewhere,” Paul said, “there’s a plastic something which remembers the shape of Duncan Idaho. It’s said the ancients probed this region before the Butlerian Jihad. What’s the extent of this memory, Hayt? What did it learn from the original?” "
text_content,The ghola shrugged. 
text_content,“What if he wasn’t Idaho?” Chani asked. 
text_content,“He was.” 
text_content,“Can you be certain?” she asked. 
text_content,“He is Duncan in every aspect. I cannot imagine a force strong enough to hold that shape thus without any relaxation or any deviation.” 
text_content,"“M’Lord!” Hayt objected. “Because we cannot imagine a thing, that doesn’t exclude it from reality. There are things I must do as a ghola that I would not do as a man.” "
text_content,"Keeping his attention on Chani, Paul said: “You see?” "
text_content,She nodded. 
text_content,"Paul turned away, fighting deep sadness. He crossed to the balcony windows, drew the draperies. Lights came on in the sudden gloom. He pulled the sash of his robe tight, listened for sounds behind him. "
text_content,Nothing. 
text_content,"He turned. Chani stood as though entranced, her gaze centered on the ghola. "
text_content,"Hayt, Paul saw, had retreated to some inner chamber of his being—had gone back to the ghola place. "
text_content,"Chani turned at the sound of Paul’s return. She still felt the thralldom of the instant Paul had precipitated. For a brief moment, the ghola had been an intense, vital human being. For that moment, he had been someone she did not fear—indeed, someone she liked and admired. Now, she understood Paul’s purpose in this probing. He had wanted her to see the ‘man’ in the ghola flesh. "
text_content,"She stared at Paul. “That man, was that Duncan Idaho?” "
text_content,“That was Duncan Idaho. He is still there.” 
text_content,“Would ‘he’ have allowed Irulan to go on living?” Chani asked. 
text_content,"‘The water didn’t sink too deep’, Paul thought. And he said: “If I commanded it.” "
text_content,"“I don’t understand,” she said. “Shouldn’t you be angry?” "
text_content,“I am angry.” 
text_content,“You don’t sound … angry. You sound sorrowful.” 
text_content,"He closed his eyes. “Yes. That, too.” "
text_content,"“You’re my man,” she said. “I know this, but suddenly I don’t understand you.” "
text_content,"Abruptly, Paul felt that he walked down a long cavern. His flesh moved—one foot and then another—but his thoughts went elsewhere. “I don’t understand myself,” he whispered. When he opened his eyes, he found that he had moved away from Chani. "
text_content,"She spoke from somewhere behind him. “Beloved, I’ll not ask again what you’ve ‘seen’. I only know I’m to give you the heir we want.” "
text_content,"He nodded, then: “I’ve known that from the beginning.” He turned, studied her. Chani seemed very far away. "
text_content,"She drew herself up, placed a hand on her abdomen. “I’m hungry. The medics tell me I must eat three or four times what I ate before. I’m frightened, beloved. It goes too fast.” "
text_content,"‘Too fast’, he agreed. ‘This fetus knows the necessity for speed’. </html> "
text_poem,"‘The audacious nature of Muad’Dib’s actions may be seen in the fact that He knew from the beginning whither He was bound, yet not once did He step aside from that path. He put it clearly when He said: “I tell you that I come now to my time of testing when it will be shown that I am the Ultimate Servant.” Thus He weaves all into One, that both friend and foe may worship Him. It is for this reason and this reason only that His Apostles prayed: “Lord, save us from the other paths which Muad’Dib covered with the Waters of His Life.” Those’ “other paths” ‘may be imagined only with the deepest revulsion’. <h5 class=""bodytext-center-1""><strong>—from The Yiam-el-Din (Book of Judgment)</strong></h5> "
text_content,"The messenger was a young woman—her face, name and family known to Chani—which was how she’d penetrated Imperial Security. "
text_content,"Chani had done no more than identify her for a Security Officer named Bannerjee, who then arranged the meeting with Muad’Dib. Bannerjee acted out of instinct and the assurance that the young woman’s father had been a member of the Emperor’s Death Commandos, the dreaded Fedaykin, in the days before the Jihad. Otherwise, he might have ignored her plea that her message was intended only for the ears of Muad’Dib. "
text_content,"She was, of course, screened and searched before the meeting in Paul’s private office. Even so, Bannerjee accompanied her, hand on knife, other hand on her arm. "
text_content,"It was almost midday when they brought her into the room—an odd space, mixture of desert-Fremen and Family-Aristocrat. ‘Hiereg’ hangings lined three walls: delicate tapestries adorned with figures out of Fremen mythology. A view screen covered the fourth wall, a silver-gray surface behind an oval desk whose top held only one object, a Fremen sandclock built into an ‘orrery’. The orrery, a suspensor mechanism from Ix, carried both moons of Arrakis in the classic Worm Trine aligned with the sun. "
