text_part,text_content
text_content,"Again, she glanced around the room, seeing no sign of her son, but the closed door on her right, she knew, let into a small bedroom for which Paul had expressed a liking. "
text_content,"‘Good afternoon, Dr Yueh,’ she said. ‘Where’s Paul?’ "
text_content,"He nodded as though to something out the window, spoke in an absent manner without turning: Your son grew tired, Jessica. I sent him into the next room to rest.’ "
text_content,"Abruptly, he stiffened, whirled with mustache flopping over his purpled lips. ‘Forgive me, my Lady! My thoughts were far away … I … did not mean to be familiar.’ "
text_content,"She smiled, held out her right hand. For a moment, she was afraid he might kneel. ‘Wellington, please.’ "
text_content,‘To use your name like that … I …’ 
text_content,"‘We’ve known each other six years,’ she said. ‘It’s long past time formalities should’ve been dropped between us – in private.’ "
text_content,"Yueh ventured a thin smile, thinking: ‘I believe it has worked. Now, she’ll think anything unusual in my manner is due to embarrassment. She’ll not look for deeper reasons when she believes she already knows the answer.’ "
text_content,"‘I’m afraid I was woolgathering,’ he said. ‘Whenever I … feel especially sorry for you, I’m afraid I think of you as … well, Jessica.’ "
text_content,‘Sorry for me? Whatever for?’ 
text_content,"Yueh shrugged. Long ago, he had realized Jessica was not gifted with the full Truthsay as his Wanna had been. Still, he always used the truth with Jessica whenever possible. It was safest. "
text_content,"‘You’ve seen this place, my …Jessica.’ He stumbled over the name, plunged ahead: ‘So barren after Caladan. And the people! Those townswomen we passed on the way here wailing beneath their veils. The way they looked at us.’ "
text_content,"She folded her arms across her breast, hugging herself, feeling the crysknife there, a blade ground from a sandworm’s tooth, if the reports were right. ‘It’s just that we’re strange to them – different people, different customs. They’ve known only the Harkonnens.’ She looked past him out the windows. ‘What were you staring at out there?’ "
text_content,He turned back to the window. ‘The people.’ 
text_content,"Jessica crossed to his side, looked to the left toward the front of the house where Yueh’s attention was focused. A line of twenty palm trees grew there, the ground beneath them swept clean, barren. A screen fence separated them from the road upon which robed people were passing. Jessica detected a faint shimmering in the air between her and the people – a house shield – and went on to study the passing throng, wondering why Yueh found them so absorbing. "
text_content,"The pattern emerged and she put a hand to her cheek. The way the passing people looked at the palm trees! She saw envy, some hate … even a sense of hope. Each person raked those trees with a fixity of expression. "
text_content,‘Do you know what they’re thinking?’ Yueh asked. 
text_content,‘You profess to read minds?’ she asked. 
text_content,"‘Those minds,’ he said. ‘They look at those trees and they think: “There are one hundred of us.” That’s what they think.’ "
text_content,She turned a puzzled frown on him. ‘Why?’ 
text_content,"‘Those are date palms,’ he said. ‘One date palm requires forty liters of water a day. A man requires but eight liters. A palm, then, equals five men. There are twenty palms out there – one hundred men.’ "
text_content,‘But some of those people look at the trees hopefully.’ 
text_content,"‘They but hope some dates will fall, except it’s the wrong season.’ "
text_content,"‘We look at this place with too critical an eye,’ she said. ‘There’s hope as well as danger here. The spice ‘could’ make us rich. With a fat treasury, we can make this world into whatever we wish.’ "
text_content,"And she laughed silently at herself: ‘Who am I trying to convince?’ The laugh broke through her restraints, emerging brittle, without humor. ‘But you can’t buy security,’ she said. "
text_content,"Yueh turned away to hide his face from her. ‘If only it were possible to hate these people instead of love them!’ In her manner, in many ways, Jessica was like his Wanna. Yet that thought carried its own rigors, hardening him to his purpose. The ways of the Harkonnen cruelty were devious. Wanna might not be dead. He had to be certain. "
text_content,"‘Do not worry for us, Wellington,’ Jessica said. ‘The problem’s ours, not yours.’ "
text_content,"‘She thinks I worry for her!’ He blinked back tears. ‘And I do, of course. But I must stand before that black Baron with his deed accomplished, and take my one chance to strike him then where he is weakest – in his gloating moment!’ "
text_content,He sighed. 
text_content,‘Would it disturb Paul if I looked in on him?’ she asked. 
text_content,‘Not at all. I gave him a sedative.’ 
text_content,‘He’s taking the change well?’ she asked. 
text_content,"‘Except for getting a bit overtired. He’s excited, but what fifteen-year-old wouldn’t be under these circumstances?’ He crossed to the door, opened it. ‘He’s in here.’ "
text_content,"Jessica followed, peered into a shadowy room. "
text_content,"Paul lay on a narrow cot, one arm beneath a light cover, the other thrown back over his head. Slatted blinds at a window beside the bed wove a loom of shadows across face and blanket. "
text_content,"Jessica stared at her son, seeing the oval shape of face so like her own. But the hair was the Duke’s – coal-colored and tousled. Long lashes concealed the lime-toned eyes. Jessica smiled, feeling her tears retreat. She was suddenly caught by the idea of genetic traces in her son’s features – her lines in eyes and facial outline, but sharp touches of the father peering through that outline like maturity emerging from childhood. "
text_content,"She thought of the boy’s features as an exquisite distillation out of random patterns – endless queues of happenstance meeting at this nexus. The thought made her want to kneel beside the bed and take her son in her arms, but she was inhibited by Yuen’s presence. She stepped back, closed the door softly. "
text_content,"Yueh had returned to the window, unable to bear watching the way Jessica stared at her son. ‘Why did Wanna never give me children?’ he asked himself. ‘I know as a doctor there was no physical reason against it. Was there some Bene Gesserit reason? Was she, perhaps, instructed to serve a different purpose? What could it have been? She loved me, certainly.’ "
text_content,"For the first time, he was caught up in the thought that he might be part of a pattern more involuted and complicated than his mind could grasp. "
text_content,"Jessica stopped beside him, said: ‘What delicious abandon in the sleep of a child.’ "
text_content,He spoke mechanically: ‘If only adults could relax like that.’ 
text_content,‘Yes.’ 
text_content,‘Where do we lose it?’ he murmured. 
text_content,"She glanced at him, catching the odd tone, but her mind was still on Paul, thinking of the new rigors in his training here, thinking of the differences in his life now – so very different from the life they once had planned for him. "
text_content,"‘We do, indeed, lose something,’ she said. "
text_content,"She glanced out to the right at a slope humped with a wind-troubled gray-green of bushes – dusty leaves and dry claw branches. The too-dark sky hung over the slope like a blot, and the milky light of the Arrakeen sun gave the scene a silver cast – light like the crysknife concealed in her bodice. "
text_content,"‘The sky’s so dark,’ she said. "
text_content,"‘That’s partly the lack of moisture,’ he said. "
text_content,"‘Water!’ she snapped. ‘Everywhere you turn here, you’re involved with the lack of water!’ "
text_content,"‘It’s the precious mystery of Arrakis,’ he said. "
text_content,"Why is there so little of it? There’s volcanic rock here. There’re a dozen power sources I could name. There’s polar ice. They say you can’t drill in the desert – storms and sandtides destroy equipment faster than it can be installed, if the worms don’t get you first. They’ve never found water traces there, anyway. But the mystery, Wellington, the real mystery is the wells that’ve been drilled up here in the sinks and basins. Have you read about those?’ "
text_content,"‘First a trickle, then nothing,’ he said. "
text_content,"‘But, Wellington, that’s the mystery. The water was there. It dries up. And never again is there water. Yet another hole nearby produces the same result: a trickle that stops. Has no one ever been curious about this?’ "
text_content,"‘It is curious,’ he said. ‘You suspect some living agency? Wouldn’t that have shown in core samples?’ "
text_content,‘What would have shown? Alien plant matter … or animal? Who could recognize it?’ She turned back to the slope. ‘The water is stopped. Something plugs it. That’s my suspicion.’ 
text_content,"‘Perhaps the reason’s known,’ he said. ‘The Harkonnens sealed off many sources of information about Arrakis. Perhaps there was reason to suppress this.’ "
text_content,"‘What reason?’ she asked. ‘And then there’s the atmospheric moisture. Little enough of it, certainly, but there’s some. It’s the major source of water here, caught in windtraps and precipitators. Where does that come from?’ "
text_content,‘The polar caps?’ 
text_content,"‘Cold air takes up little moisture, Wellington. There are things here behind the Harkonnen veil that bear close investigation, and not all of those things are directly involved with the spice.’ "
text_content,"‘We are indeed behind the Harkonnen veil,’ he said. ‘Perhaps we’ll …’ He broke off, noting the sudden intense way she was looking at him. ‘Is something wrong?’ "
text_content,"‘The way you say “Harkonnen,”’ she said. ‘Even my Duke’s voice doesn’t carry that weight of venom when he uses the hated name. I didn’t know you had personal reasons to hate them, Wellington.’ "
text_content,‘Great Mother!’ he thought. ‘I’ve aroused her suspicions! Now I must use every trick my Wanna taught me. There’s only one solution: tell the truth as far as I can.’ 
text_content,"He said: You didn’t know that my wife, my Wanna …’ He shrugged, unable to speak past a sudden constriction in his throat. Then: ‘They …’ The words would not come out. He felt panic, closed his eyes tightly, experiencing the agony in his chest and little else until a hand touched his arm gently. "
text_content,"‘Forgive me,’ Jessica said. ‘I did not mean to open an old wound.’ And she thought: ‘Those animals! His wife was Bene Gesserit – the signs are all over him. And it’s obvious the Harkonnens killed her. Here’s another poor victim bound to the Atreides by a cherem of hate.’ "
text_content,"‘I am sorry,’ he said. ‘I’m unable to talk about it.’ He opened his eyes, giving himself up to the internal awareness of grief. That, at least, was truth. "
text_content,"Jessica studied him, seeing the up-angled cheeks, the dark sequins of almond eyes, the butter complexion, and stringy mustache hanging like a curved frame around purpled lips and narrow chin. The creases of his cheeks and forehead, she saw, were as much lines of sorrow as of age. A deep affection for him came over her. "
text_content,"‘Wellington, I’m sorry we brought you into this dangerous place,’ she said. "
text_content,"‘I came willingly,’ he said. And that, too, was true. "
text_content,‘But this whole planet’s a Harkonnen trap. You must know that.’ 
text_content,"‘It will take more than a trap to catch the Duke Leto,’ he said. And that, too, was true. "
text_content,"‘Perhaps I should be more confident of him,’ she said. ‘He is a brilliant tactician.’ "
text_content,"‘We’ve been uprooted,’ he said. ‘That’s why we’re uneasy.’ "
text_content,"‘And how easy it is to kill the uprooted plant,’ she said. ‘Especially when you put it down in hostile soil.’ "
text_content,‘Are we certain the soil’s hostile?’ 
text_content,"‘There were water riots when it was learned how many people the Duke was adding to the population,’ she said. ‘They stopped only when the people learned we were installing new windtraps and condensers to take care of the load.’ "
text_content,"‘There is only so much water to support human life here,’ he said. ‘The people know if more come to drink a limited amount of water, the price goes up and the very poor die. But the Duke has solved this. It doesn’t follow that the riots mean permanent hostility toward him.’ "
text_content,"‘And guards,’ she said. ‘Guards everywhere. And shields. You see the blurring of them everywhere you look. We did not live this way on Caladan.’ "
text_content,"‘Give this planet a chance,’ he said. "
text_content,"But Jessica continued to stare hard-eyed out the window. ‘I can smell death in this place,’ she said. ‘Hawat sent advance agents in here by the battalion. Those guards outside are his men. The cargo handlers are his men. There’ve been unexplained withdrawals of large sums from the treasury. The amounts mean only one thing: bribes in high places.’ She shook her head. ‘Where Thufir Hawat goes, death and deceit follow.’ "
text_content,‘You malign him.’ 
text_content,‘Malign? I praise him. Death and deceit are our only hopes now. I just do not fool myself about Thufir’s methods.’ 
text_content,"‘You should … keep busy,’ he said. ‘Give yourself no time for such morbid—’ "
text_content,"‘Busy! What is it that takes most of my time, Wellington? I am the Duke’s secretary – so busy that each day I learn new things to fear … things even he doesn’t suspect I know.’ She compressed her lips, spoke thinly: ‘Sometimes I wonder how much my Bene Gesserit business training figured in his choice of me.’ "
text_content,"‘What do you mean?’ He found himself caught by the cynical tone, the bitterness that he had never seen her expose. "
text_content,"‘Don’t you think, Wellington,’ she asked, ‘that a secretary bound to one by love is so much safer?’ "
text_content,"‘That is not a worthy thought, Jessica.’ "
text_content,The rebuke came naturally to his lips. There was no doubt how the Duke felt about his concubine. One had only to watch him as he followed her with his eyes. 
text_content,She sighed. You’re right. It’s not worthy.’ 
text_content,"Again, she hugged herself, pressing the sheathed crysknife against her flesh and thinking of the unfinished business it represented. "
text_content,"‘There’ll be much bloodshed soon,’ she said. ‘The Harkonnens won’t rest until they’re dead or my Duke destroyed. The Baron cannot forget that Leto is a cousin of the royal blood – no matter what the distance – while the Harkonnen titles came out of the CHOAM pocketbook. But the poison in him, deep in his mind, is the knowledge that an Atreides had a Harkonnen banished for cowardice after the Battle of Corrín.’ "
text_content,"‘The old feud,’ Yueh muttered. And for a moment he felt an acid touch of hate. The old feud had trapped him in its web, killed his Wanna or – worse – left her for Harkonnen tortures until her husband did their bidding. The old feud had trapped him and these people were part of that poisonous thing. The irony was that such deadliness should come to flower here on Arrakis, the one source in the universe of melange, the prolonger of life, the giver of health. "
text_content,‘What are you thinking?’ she asked. 
text_content,‘I am thinking that the spice brings six hundred and twenty thousand Solaris the decagram on the open market right now. That is wealth to buy many things.’ 
text_content,"‘Does greed touch even you, Wellington?’ "
text_content,‘Not greed.’ 
text_content,‘What then?’ 
text_content,He shrugged. ‘Futility.’ He glanced at her. ‘Can you remember your first taste of spice?’ 
text_content,‘It tasted like cinnamon.’ 
text_content,"‘But never twice the same,’ he said. ‘It’s like life – it presents a different face each time you take it. Some hold that the spice produces a learned-flavor reaction. The body, learning a thing is good for it, interprets the flavor as pleasurable – slightly euphoric. And, like life, never to be truly synthesized.’ "
text_content,"‘I think it would’ve been wiser for us to go renegade, to take ourselves beyond the Imperial reach,’ she said. "
text_content,"He saw that she hadn’t been listening to him, focused on her words, wondering: ‘Yes – why didn’t she make him do this? She could make him do virtually anything.’ "
text_content,"He spoke quickly because here was truth and a change of subject: ‘Would you think it bold of me …Jessica, if I asked a personal question?’ "
text_content,She pressed against the window ledge in an unexplainable pang of disquiet. ‘Of course not. You’re … my friend.’ 
text_content,Why haven’t you made the Duke marry you?’ 
text_content,"She whirled, head up, glaring. ‘Made him marry me? But—’ "
text_content,"‘I should not have asked,’ he said. "
text_content,"‘No.’ She shrugged. ‘There’s good political reason – as long as my Duke remains unmarried some of the Great Houses can still hope for alliance. And …’ She sighed. ‘… motivating people, forcing them to your will, gives you a cynical attitude toward humanity. It degrades everything it touches. If I made him do … this, then it would not be his doing.’ "
text_content,"‘It’s a thing my Wanna might have said,’ he murmured. And this, too, was truth. He put a hand to his mouth, swallowing convulsively. He had never been closer to speaking out, confessing his secret role. "
text_content,"Jessica spoke, shattering the moment. ‘Besides, Wellington, the Duke is really two men. One of them I love very much. He’s charming, witty, considerate … tender – everything a woman could desire. But the other man is … cold, callous, demanding, selfish – as harsh and cruel as a winter wind. That’s the man shaped by the father.’ Her face contorted. ‘If only that old man had died when my Duke was born!’ "
text_content,"In the silence that came between them, a breeze from a ventilator could be heard fingering the blinds. "
text_content,"Presently, she took a deep breath, said, ‘Leto’s right – these rooms are nicer than the ones in the other sections of the house.’ She turned, sweeping the room with her gaze. ‘If you’ll excuse me, Wellington, I want another look through this wing before I assign quarters.’ "
text_content,He nodded. ‘Of course.’ And he thought: ‘If only there were some way not to do this thing that I must do.’ 
text_content,"Jessica dropped her arms, crossed to the hall door and stood there a moment, hesitating, then let herself out. ‘All the time we talked he was hiding something, holding something back,’ she thought. ‘To save my feelings, no doubt. He’s a good man.’ Again, she hesitated, almost turned back to confront Yueh and drag the hidden thing from him. ‘But that would only shame him, frighten him to learn he’s so easily read. I should place more trust in my friends.’ "
opening_text,"Many have marked the speed with which Muad’Dib learned the necessities of Arrakis. The Bene Gesserit, of course, know the basis of this speed. For the others, we can say that Muad’Dib learned rapidly because his first training was in how to learn. And the first lesson of all was the basic trust that he could learn. It is shocking to find how many people do not believe they can learn, and how many more believe learning to be difficult, Muad’Dib knew that every experience carries its lesson. "
opening_caption,—from ‘The Humanity of Muad’Dib’ by the Princess Irulan 
opening_text,"Paul lay on the bed feigning sleep. It had been easy to palm Dr Yueh’s sleeping tablet, to pretend to swallow it. Paul suppressed a laugh. Even his mother had believed him asleep. He had wanted to jump up and ask her permission to go exploring the house, but had realized she wouldn’t approve. Things were too unsettled yet. No. This way was best. "
text_content,‘If I slip out without asking I haven’t disobeyed orders. And I will stay in the house where it’s safe.’ 
text_content,He heard his mother and Yueh talking in the other room. Their words were indistinct – something about the spice … the Harkonnens. The conversation rose and fell. 
text_content,"Paul’s attention went to the carved headboard of his bed – a false headboard attached to the wall and concealing the controls for this room’s functions. A leaping fish had been shaped on the wood with thick brown waves beneath it. He knew if he pushed the fish’s one visible eye that would turn on the room’s suspensor lamps. One of the waves, when twisted, controlled ventilation. Another changed the temperature. "
text_content,"Quietly, Paul sat up in bed. A tall bookcase stood against the wall to his left. It could be swung aside to reveal a closet with drawers along one side. The handle on the door into the hall was patterned on an ornithopter thrust bar. "
text_content,It was as though the room had been designed to entice him. 
text_content,The room and this planet. 
text_content,"He thought of the filmbook Yueh had shown him – ‘Arrakis: His Imperial Majesty’s Desert Botanical Testing Station.’ It was an old film book from before discovery of the spice. Names flitted through Paul’s mind, each with its picture imprinted by the book’s mnemonic pulse: ‘saguaro, burro bush, date palm, sand verbena, evening primrose, barrel cactus, incense bush, smoke tree, creosote bush … kit fox, desert hawk, kangaroo mouse …’ "
text_content,"Names and pictures, names and pictures from man’s terranic past – and many to be found now nowhere else in the universe except here on Arrakis. "
text_content,So many new things to learn about – the spice. 
text_content,And the sandworms. 
text_content,"A door closed in the other room. Paul heard his mother’s footsteps retreating down the hall. Dr Yueh, he knew, would find something to read and remain in the other room. "
text_content,Now was the moment to go exploring. 
text_content,"Paul slipped out of the bed, headed for the bookcase door that opened into the closet. He stopped at a sound behind him, turned. The carved headboard of the bed was folding down onto the spot where he had been sleeping. Paul froze, and immobility saved his life. "
text_content,From behind the headboard slipped a tiny hunter-seeker no more than five centimeters long. Paul recognized it at once – a common assassination weapon that every child of royal blood learned about at an early age. It was a ravening sliver of metal guided by some nearby hand and eye. It could burrow into moving flesh and chew its way up nerve channels to the nearest vital organ. 
text_content,"The seeker lifted, swung sideways across the room and back. "
text_content,"Through Paul’s mind flashed the related knowledge, the hunter-seeker’s limitations: Its compressed suspensor field distorted the vision of its transmitter eye. With nothing but the dim light of the room to reflect his target, the operator would be relying on motion – anything that moved. A shield could slow a hunter, give time to destroy it, but Paul had put aside his shield on the bed. Lasguns would knock them down, but lasguns were expensive and notoriously cranky of maintenance – and there was always the peril of explosive pyrotechnics if the laser beam intersected a hot shield. The Atreides relied on their body shields and their wits. "
text_content,"Now, Paul held himself in near catatonic immobility, knowing he had only his wits to meet this threat. "
text_content,"The hunter-seeker lifted another half meter. It rippled through the slatted light from the window blinds, back and forth, quartering the room. "
text_content,"‘I must try to grab it,’ he thought. ‘The suspensor field will make it slippery on the bottom. I must grip tightly.’ "
text_content,"The thing dropped a half meter, quartered to the left, circled back around the bed. A faint humming could be heard from it. "
text_content,"‘Who is operating that thing?’ Paul wondered. ‘It has to be someone near. I could shout for Yueh, but it would take him the instant the door opened.’ "
text_content,The hall door behind Paul creaked. A rap sounded there. The door opened. 
text_content,The hunter-seeker arrowed past his head toward the motion. 
text_content,"Paul’s right hand shot out and down, gripping the deadly thing. It hummed and twisted in his hand, but his muscles were locked on it in desperation. With a violent turn and thrust, he slammed the thing’s nose against the metal doorplate. He felt the crunch of it as the nose eye smashed and the seeker went dead in his hand. "
text_content,"Still, he held it – to be certain. "
text_content,"Paul’s eyes came up, met the open stare of total blue from the Shadout Mapes. "
text_content,"‘Your father has sent for you,’ she said. ‘There are men in the hall to escort you.’ "
text_content,"Paul nodded, his eyes and awareness focusing on this odd woman in a sacklike dress of bondsman brown. She was looking now at the thing clutched in his hand. "
text_content,"‘I’ve heard of suchlike,’ she said. ‘It would’ve killed me, not so?’ "
text_content,He had to swallow before he could speak. ‘I … was its target.’ 
text_content,‘But it was coming for me.’ 
text_content,‘Because you were moving.’ And he wondered: ‘Who is this creature?’ 
text_content,"‘Then you saved my life,’ she said. "
text_content,‘I saved both our lives.’ 
text_content,"‘Seems like you could’ve let it have me and made your own escape,’ she said. "
text_content,‘Who are you?’ he asked. 
text_content,"‘The Shadout Mapes, housekeeper.’ "
text_content,‘How did you know where to find me?’ 
text_content,‘Your mother told me. I met her at the stairs to the weirding room down the hall.’ She pointed to her right. ‘Your father’s men are still waiting.’ 
text_content,"‘Those will be Hawat’s men,’ he thought. ‘We must find the operator of this thing.’ "
text_content,"‘Go to my father’s men,’ he said. ‘Tell them I’ve caught a hunter-seeker in the house and they’re to spread out and find the operator. Tell them to seal off the house and its grounds immediately. They’ll know how to go about it. The operator’s sure to be a stranger among us.’ "
text_content,And he wondered: ‘Could it be this creature?’ But he knew it wasn’t. The seeker had been under control when she entered. 
text_content,"‘Before I do your bidding, manling,’ Mapes said, ‘I must cleanse the way between us. You’ve put a water burden on me that I’m not sure I care to support. But we Fremen pay our debts – be they black debts or white debts. And it’s known to us that you’ve a traitor in your midst. Who it is, we cannot say, but we’re certain sure of it. Mayhap there’s the hand guided that flesh-cutter.’ "
text_content,"Paul absorbed this in silence: ‘a traitor.’ Before he could speak, the odd woman whirled away and ran back toward the entry. "
text_content,"He thought to call her back, but there was an air about her that told him she would resent it. She’d told him what she knew and now she was going to do his ‘bidding.’ The house would be swarming with Hawat’s men in a minute. "
text_content,"His mind went to other parts of that strange conversation: ‘weirding room.’ He looked to his left where she had pointed. ‘We Fremen.’ So that was a Fremen. He paused for the mnemonic blink that would store the pattern of her face in his memory – prune-wrinkled features darkly browned, blue-on-blue eyes without any white in them. He attached the label: ‘The Shadout Mapes.’ "
text_content,"Still gripping the shattered seeker, Paul turned back into his room, scooped up his shield belt from the bed with his left hand, swung it around his waist and buckled it as he ran back out and down the hall to the left. "
text_content,She’d said his mother was someplace down here – stairs … a ‘weirding room.’ 
opening_text,"What had the Lady Jessica to sustain her in her time of trial? Think you carefully on this Bene Gesserit proverb and perhaps you will see: ‘Any road followed precisely to its end leads precisely nowhere. Climb the mountain just a little bit to test mat it’s a mountain. From the top of the mountain, you cannot see the mountain.’ "
opening_caption,—from ‘Muad’Dib: Family Commentaries’ by the Princess Irulan 
opening_text,"At the end of the south wing, Jessica found a metal stair spiraling up to an oval door. She glanced back down the hall, again up at the door. "
text_content,‘Oval?’ she wondered. ‘What an odd shape for a door in a house.’ 
text_content,Through the windows beneath the spiral stair she could see the great white sun of Arrakis moving on toward evening. Long shadows stabbed down the hall. She returned her attention to the stairs. Harsh sidelighting picked out bits of dried earth on the open metalwork of the steps. 
text_content,"Jessica put a hand on the rail, began to climb. The rail felt cold under her sliding palm. She stopped at the door, saw it had no handle, but there was a faint depression on the surface of it where a handle should have been. "
text_content,"‘Surely not a palm lock,’ she told herself. ‘A palm lock must be keyed to one individual’s hand shape and palm lines.’ But it looked like a palm lock. And there were ways to open any palm lock – as she had learned at school. "
text_content,"Jessica glanced back to make certain she was unobserved, placed her palm against the depression in the door. The most gentle of pressures to distort the lines – a turn of the wrist, another turn, a sliding twist of the palm across the surface. "
text_content,She felt the click. 
text_content,"But there were hurrying footsteps in the hall beneath her. Jessica lifted her hand from the door, turned, saw Mapes come to the foot of the stairs. "
text_content,"‘There are men in the great hall say they’ve been sent by the Duke to get young master Paul,’ Mapes said. ‘They’ve the ducal signet and the guard has identified them.’ She glanced at the door, back to Jessica. "
text_content,"‘A cautious one, this Mapes,’ Jessica thought. ‘That’s a good sign.’ </html> Dune "
text_content,"‘He’s in the fifth room from this end of the hall, the small bedroom,’Jessica said. ‘If you have trouble waking him, call on Dr Yueh in the next room. Paul may require a wakeshot.’ "
text_content,"Again, Mapes cast a piercing stare at the oval door, and Jessica thought she detected loathing in the expression. Before Jessica could ask about the door and what it concealed, Mapes had turned away, hurrying back down the hall. "
text_content,"‘Hawat certified this place,’ Jessica thought. ‘There can’t be anything too terrible in here.’ "
text_content,She pushed the door. It swung inward onto a small room with another oval door opposite. The other door had a wheel handle. 
text_content,"‘An air lock!’ Jessica thought. She glanced down, saw a door prop fallen to the floor of the little room. The prop carried Hawat’s personal mark. ‘The door was left propped open,’ she thought. ‘Someone probably knocked the prop down accidentally, not realizing the outer door would close on a palm lock.’ "
text_content,She stepped over the lip into the little room. 
text_content,‘Why an airlock in a house?’ she asked herself. And she thought suddenly of exotic creatures sealed off in special climates. 
text_content,‘Special climate!’ 
text_content,That would make sense on Arrakis where even the driest of off-planet growing things had to be irrigated. 
text_content,"The door behind her began swinging closed. She caught it and propped it open securely with the stick Hawat had left. Again, she faced the wheel-locked inner door, seeing now a faint inscription etched in the metal above the handle. She recognized Galach words, read: "
text_content,"‘O, Man! Here is a lovely portion of God’s Creation; then, stand before it and learn to love the perfection of Thy Supreme Friend.’ "
text_content,"Jessica put her weight on the wheel. It turned left and the inner door opened. A gentle draft feathered her cheek, stirred her hair. She felt change in the air, a richer taste. She swung the door wide, looked through into massed greenery with yellow sunlight pouring across it. "
text_content,‘A yellow sun?’ she asked herself. Then: ‘Filter glass!’ 
text_content,She stepped over the sill and the door swung closed behind. 
text_content,"A wet-planet conservatory,’ she breathed. "
text_content,"Potted plants and low-pruned trees stood all about. She recognized a mimosa, a flowering quince, a sondagi, green-blossomed pleniscenta, green and white striped akarso … roses … "
text_content,‘Even roses!’ 
text_content,"She bent to breathe the fragrance of a giant pink blossom, straightened to peer around the room. "
text_content,Rhythmic noise invaded her senses. 
text_content,"She parted a jungle overlapping of leaves, looked through to the center of the room. A low fountain stood there, small with fluted lips. The rhythmic noise was a peeling, spooling arc of water falling thud-a-gallop onto the metal bowl. "
text_content,"Jessica sent herself through the quick sense-clearing regimen, began a methodical inspection of the room’s perimeter. It appeared to be about ten meters square. From its placement above the end of the hall and from subtle differences in construction, she guessed it had been added onto the roof of this wing long after the original building’s completion. "
text_content,"She stopped at the south limits of the room in front of the wide reach of filter glass, stared around. Every available space in the room was crowded with exotic wet-climate plants. Something rustled in the greenery. She tensed, then glimpsed a simple clock-set servok with pipe and hose arms. An arm lifted, sent out a fine spray of dampness that misted her cheeks. The arm retracted and she looked at what it had watered: a fern tree. "
text_content,Water everywhere in this room – on a planet where water was the most precious juice of life. Water being wasted so conspicuously that it shocked her to inner stillness. 
text_content,She glanced out at the filter-yellowed sun. It hung low on a jagged horizon above cliffs that formed part of the immense rock uplifting known as the Shield Wall. 
text_content,"‘Filter glass,’ she thought. ‘To turn a white sun into something softer and more familiar. Who could have built such a place? Leto? It would be like him to surprise me with such a gift, but there hasn’t been time. And he’s been busy with more serious problems.’ "
text_content,"She recalled the report that many Arrakeen houses were sealed by airlock doors and windows to conserve and reclaim interior moisture. Leto had said it was a deliberate statement of power and wealth for this house to ignore such precautions, its doors and windows being sealed only against the omnipresent dust. "
text_content,But this room embodied a statement far more significant than the lack of water seals on outer doors. She estimated that this pleasure room used water enough to support a thousand persons on Arrakis – possibly more. 
text_content,"Jessica moved along the window, continuing to stare into the room. The move brought into view a metallic surface at table height beside the fountain and she glimpsed a white notepad and stylus there partly concealed by an overhanging fan leaf. She crossed to the table, noted Hawat’s day signs on it, studied a message written on the pad: "
opening_text,— 
opening_text,May this place give you as much pleasure as it has given me. Please permit the room to convey a lesson we learned from the same teachers: the proximity of a desirable thing tempts one to overindulgence. On that path lies danger. 
opening_caption,’ 
text_content,"Jessica nodded, remembering that Leto had referred to the Emperor’s former proxy here as Count Fenring. But the hidden message of the note demanded immediate attention, couched as it was in a way to inform her the writer was another Bene Gesserit. A bitter thought touched Jessica in passing: ‘The Count married his Lady.’ "
text_content,"Even as this thought flicked through her mind, she was bending to seek out the hidden message. It had to be there. The visible note contained the code phrase every Bene Gesserit not bound by a School Injunction was required to give another Bene Gesserit when conditions demanded it: ‘On that path lies danger.’ "
text_content,"Jessica felt the back of the note, rubbed the surface for coded dots. Nothing. The edge of the pad came under her seeking fingers. Nothing. She replaced the pad where she had found it, feeling a sense of urgency. "
text_content,‘Something in the position of the pad?’ she wondered. 
text_content,"But Hawat had been over this room, doubtless had moved the pad. She looked at the leaf above the pad. The leaf! She brushed a finger along the under surface, along the edge, along the stem. It was there! Her fingers detected the subtle coded dots, scanned them in a single passage: "
text_content,"‘Your son and Duke are in immediate danger. A bedroom has been designed to attract your son. The H loaded it with death traps to be discovered, leaving one that may escape detection.’ Jessica put down the urge to run back to Paul; the full message had to be learned. Her fingers sped over the dots: ‘I do not know the exact nature of the menace, but it has something to do with a bed. The threat to your Duke involves defection of a trusted companion or lieutenant. The H plan to give you as gift to a minion. To the best of my knowledge, this conservatory is safe. Forgive that I cannot tell more. My sources are few as my Count is not in the pay of the H. In haste, MF.’ "
text_content,"Jessica thrust the leaf aside, whirled to dash back to Paul. In that instant the airlock door slammed open. Paul jumped through it, holding something in his right hand, slammed the door behind him. He saw his mother, pushed through the leaves to her, glanced at the fountain, thrust his hand and the thing it clutched under the falling water. "
text_content,"‘Paul!’ She grabbed his shoulder, staring at the hand. ‘What is that?’ "
text_content,"He spoke casually, but she caught the effort behind the tone: ‘Hunter-seeker. Caught it in my room and smashed its nose, but I want to be sure. Water should short it out.’ "
text_content,‘Immerse it!’ she commanded. 
text_content,He obeyed. 
text_content,"Presently, she said: ‘Withdraw your hand. Leave the thing in the water.’ "
